,mbti,title,content,mbti_label,e_i,n_s,f_t,j_p
1100,istp,잇팁질문이요,선독은 옴 근데 그 이후에는 대화를 이어나가는 그런 거는 없음 대화중에 궁금한 거나 호기심 가는 주제에선 갈문왕 전화 한번 하면 2시간 정도 함 하지만 먼저 만나자는 말은 10번에 1번 함 만나자고 하면 잘 나오고 만나면 엄청 잘 놈 보고 싶지도 않냐고 물어보면 보고 싶지 라고 함 엎드려 절받기 같고.. 내가 귀엽다고 하면 이런 행동은 내 앞에서만 하는 거라고 함 나한테 관심이 많은 편이라고는 함 긴가민가한 이런 istp의 행동들 ㅠㅠㅠ내가 직진해도 되는 건지.. 아니면 그냥 나를 친구로서 생각하는 건지 모르겠어요.... istp분들 알려주세요ㅠ.ㅠ,15,0,0,0,0
1101,enfj,한 잇팁녀가 당신의 마음을 잡아 드립니다ㅋㅋ,"istp 이미지 항상 집착 없고 쿨하고 연인 간에도 보고 싶다, 사랑한다는 표현 잘 안 해주는 것 같아 서운하셨죠 ㅎㅎ 오늘 살짝 제가 대리 만족시켜드립니다 ㅋㅋ p.s. 음을 찾는 과정이에요 이 노래 뭐게요 ㅋㅋㅋ 디즈니 프린세스 테스트 링크 disneyprincess202 c 나와 닮은 디즈니 프린세스는 ultimate princess celebration, 세상을 바꾸는 용기 poomang.com ㅎㅎ",0,1,1,1,1
1102,esfp,ISTP는 정말 친하면 사생활 다 오픈하세요?,예전에 istp친구가 주변 친구들한테 자기 방 열쇠 복사해서 뿌리더라고요. 심심하면 문 따고 들어와서 놀라고... 저도 받긴 받아서 몇 번 문 열고 들어갔는데 싫은 티를 안 내서 놀랐어요.,5,1,0,1,0
1103,infp,저녁입니다~,냉장고 남은 식재료 처리하려고 피자 해 먹었어요 맛이 부침개 같기도 하고 피자 같기도 하네요 ㅋㅋㅋㄱㅋㅋㅋ 거의 반쪽 먹었어요 많이 묵었죠 발사믹 치킨 살 발라서 재료로 넣었어요 좀 퍽퍽하긴 하네요 치즈랑 같이 먹으면 맛있어요~ 오늘도 수고 많으셨고 편안한 저녁 되셔요 ㅎㅎ,9,0,1,1,0
1104,istp,estp분들의 플러팅이요..,마음에 어느 정도 있는 사람한테만 하나요 이성에게 어느 정도 다 하나요 제가 아는 분은 진짜 싫은 사람 말고는 대부분 이성에게 플로팅 하는듯해 보여요.,15,0,0,0,0
1105,enfp,ISTP 남자 둘이 처음 만나서 1박 2일 여행한 후기,게임으로만 알던 사이고요 제가 수도권 사는데 부산으로 내려갔고요 중간에 서로 아는 entp 친구 합류해서 셋이 같이 자고 저랑 entp 친구는 다시 수도권으로 올라왔습니다 궁금한 점 질문 주세요 다 답해드림,1,1,1,1,0
1106,istp,istp 연인에게 사랑이란 감정을 느꼈던 계기가 무엇인가요?,"istp 남자친구를 최근에 만나게 되었는데 살면서 사랑이라는 감정을 느껴본 적이 없대요 물론 사랑을 느껴볼 만큼 연애를 오래 한 적이 없는 것도 한몫하는 것 같긴 한데.. 남자친구가 먼저 적극적으로 구애를 해서, 저에게 호감이 있는 건 알겠는데 이 호감이 사랑으로 변하는 계기가 무엇일지 궁금하네요 다른 istp분들은 언제 어떤 계기로 연인에게 사랑이라는 감정을 느끼게 되었나요",15,0,0,0,0
1107,enfp,술마시면 생각을 적게해서 좋네요,원래는 회로가 5개인데 술 마시면 회로가 1개로 바뀌고 이 1개도 불이 깜빡깜빡 거리듯이 신호가 약하다는 느낌이 좋아서 자주 마시는데 요즘 친구들한테 털어놓기만 하는 거 같아서 혼자 폐관 수련해야겠어요..,1,1,1,1,0
1108,enfj,제 mbti를 모르겠어요.,"항상 결과로는 istp이 나오는 것 같은데 정말 nfj가 나오기도 하고 막 바뀌어요. 간단하게 쓰려고 음슴체로 할게요 남들 시선 신경 진짜 많이 씀 공감능력 없지는 않음 즉흥적인 행동도 자주 하는데 남들과 즉흥적인 만남 이런 거는 싫어함 약속시간 무조건 지킴 계획은 세우는 편인데 지켜지지가 않음 내 잘못에 스트레스 정말 많아 받음 은근 남들에게 싫은 소리 못함 친구들 앞에서 내 기분을 솔직하게 표현 못 하는 경우 많음 속마음을 잘 안 말하는 경향이 있음 혼자 있는 거 최고로 좋아하는데, 또 여러 명이 모이는 곳에서는 혼자 있는 거 싫어하는 편. 이것만 보고 제 mbti가 딱 나오진 않겠지만 저와 비슷한 유형이신 분들 댓글 달아주세요. 궁금해요",0,1,1,1,1
1109,istp,실수(나의 잘못으로 인한) 잊고 극복하는법ㅜ,"거래 과정에서 100프로 제 과실로 실수를 해서 상대방의 시간을 소비하게 만들었어요. 진짜 이런 경우는 또 오랜만이라 스트레스받고 머릿속에서 떠나질 않아요. 어찌어찌 마무리했는데, 상대방의 기분이 망가져서 제 자신이 짜증 나요. 조언 부탁드려요ㅜㅜ",15,0,0,0,0
1110,estp,자기 직전이니까,가볍게 마시고 자는 것이 좋겠죠 숨은 가짜 술 찾기 연인분이 만약 술 좋아하는데 본인은 술 못 마신단 분들~ 요런 것으로 같이 분위기 내주심 상대분이 좋아하겠죠 ㅎㅎ 사랑해 맥주 전 개인적으로 화이트 에일이 더 맛있었어요 지금은 파는진 모르겠네요~ ㅎㅎ 이마트 편의점에서 샀었는데 오늘 교촌 발사믹 치킨 먹어요 개인적으로 치킨은 소스 맛으로 먹는 것 같아요 ㅋㅋ 전 소스 종류 다양한 치킨 순살 좋아합니다 뼈다귀보단 순살이지만 살짝 더 비싸서ㅋㅋ 신제품이기도 하고 뼈다귀로 샀답니다 ㅎㅎ 찍 먹이라 찍어 먹길 잘 했어요 소스 맛이 강하더라고요 새콤하고 맛있긴 한데 빨리 질리는ㅎㅎ 남은 저녁 시간 편안하시길 바랍니다 오늘도 수고 많으셨습니다 굳점이요,7,1,0,0,0
1111,istp,Istp님덜 어떤 mbti랑 잘맞다고 느끼나요,"인간관계가 좁은 편인 저는 보니까 enfp가 세명이나 있어요 isfj 세명 infp 한 명 istp 한 명 isfj들이랑은 성격 비슷하다고 잘 느끼는데 성격이 전혀 다른 enfp가 많다는 게 신기한데요, 다른 분들은 어떠세요",15,0,0,0,0
1112,istp,"estp분들, 친구에서 연인으로 가능?",사람으로서의 호감으로 좋아했다가 그 사람의 외모가 변해서 또는 만나다 보니 매력 있어서 이성으로 감정이 생길 수도 있나요,15,0,0,0,0
1113,istp,연인 관계에서 잘 참고 잘 맞춰 주시는 엣팁분 있나여,전 기분 나쁘면 얼굴에 거의 매직으로 쓴 것 마냥 엄청 티 나고 맞춰 주고 이런 것도 잘 못하거든요 애초에 약간 배려심이 부족한 거 같기도 해요 전 맘에 안 드는 거 참고 넘어가는 게 너무 어려운 사람인데 다른 estp 분들은 어떨까 궁금하네 유 연인 관계뿐만 아니라 인간관계에서 거의 다 이런 거 같아요ㅋㅋㅋ 남들한테 맞춘다기보다는 나와 맞는 사람이랑 노는 느낌... 안 맞으면 그냥 안 노는... 생각해보니 그 사람들이 저한테 맞춘 거일 수도 잇겠지만 암튼 그렇네요 자기 주관 게 확실,15,0,0,0,0
1114,istp,잇팁 특),"말 별로 안 하는데 은근히 이성한테 인기 많음. 효율성, 구성비 좋음. 근데 문제는 상대가 좋아하는 티를 내도 언행을 절제하는 이 팁들이 많다는 것임. 그래서 istp남이, istp녀가 저 좋아하는 거 맞나요 등등 istp 때문에 뒤지게 헷갈리는 사람들이 생겨남. 그래도 이 팁은 상대방이 자기 바운더리에 들어왔다고 생각하면 노빠 쿠로 직진함. 이거마저 효율성 있게 행동함. 질질 끌지 않음. 링",15,0,0,0,0
1115,istp,estp는 빈말 잘하나요?,"그것도 플로팅에 포함되는 거죠 어디 가자, 어디 가자, 하는 거.. 진짜같이 가고 싶어서 그러는 건지, 그냥 자기가 가고 싶어서 단순히 동행자로 같이 놀 사람으로 가자는 건지..",15,0,0,0,0
1116,enfp,아닌것 같아서 여러번 다시해봐도 맨날 istp 나와요..,"istp의 대명사는 시니컬, 남에게 무관심,개썅 마이 웨이잖아요 전 그렇진 않은 거 같아요. 제 원래 성격은 푼수기 충만하고 정에 약하고 사람들 만나는 거 좋아해요. 처음 만나도 나랑 결이 같다 느끼면 바로 마음 열고요 상처도 잘 받아요. 의존적인 것 같기도 하고요 istp의 다른 특징인 세상 게으름이나 실속을 중요시하는 성향은 맞지만... 인터넷에서 istp의 특징을 읽다 보면 난 저렇게 당당하고 시니컬하지 못한데... 하는 생각에 여러 번 테스트해봐도 istp네요... 그렇다고 isfp나 istj냐 그것도 아니에요.. 비율로 친다면 차라리 istp가 젤 맞네요 저와 비슷하신 분 계시나요",1,1,1,1,0
1117,estp,잇팁 여자분들에게는 뭐 궁금하신거 없나요?,istp 남자분들을 궁금해하시는 분들이 많은데 istp 여자들도 궁금해해주세요 ㅋㅋㅋ 일단 저부터가 다른 istp여성분들이 궁금하네요ㅋㅋㅋ 연애 스타일이랄까 본인만의 화남 포인트랄까 하는 것들,7,1,0,0,0
1118,enfp,비타민 D 수치,요즘 면역력이 안 좋은듯하여 의사선생님 말씀 들어 비타민d 검사했는데 결과는 2라고 한다 속으론 10점 만점 중이겠지 저 정도면 잘 나왔네 이 생각 결과지를 보던 선생님은 선생님 보통 d를 많이 가지고 있는 사람들의 수치는 10을 넘기기도 하지만 보통 4 6 정도의 수치가 나와요 턱없이 많이 모자라네요 ㅋㅋㅋ 영양제를 챙겨 먹거나 낮에 집구석을 좀 나가야... 하하...... ㅋ 그냥 약을 사 먹어야겠어요,1,1,1,1,0
1119,istp,잇팁 배우자로서 단점,"단점 지나치게 정리, 고가의 물건을 갑자기 삼 회사 일 미주알고주알 얘기 안 하고 드라마 보는데 갑자기 지나치게 현실적인 멘트 날려줌 아파도 병원 잘 안감 예약해야 하는 것들을 끝까지 미뤘다가 마지노선에 맞춰서 함 이것은 장점인지 단점인지 모르겠는데 시가 식구들에게 4가지가 없어요.. 본인 엄마 아빠인데도 너무 무뚝뚝하게 대해서 가끔 제가 다 짜증 나요 ㅡ_ㅡ 소중한 우리 시어머니 시아버지에게 너무 무뚝뚝하게 굴어... 근데 또 장인 장모님한텐 너무 든든한 아들처럼 다정하고... 당황스러움... ㅁ ... 어느 장단에 맞추어야 할지.. 그리고 친구가 거의 없어서 외부 활동 안 하고 집에만 있어요... 술 담배도 안 하고 유흥이랑 거리가 멀어서 저 만취할 정도로 놀다 들어올 때면 양심에 가책이 느껴질 때가 있어요...ㅋㅋ ㅋㅋㅋ 갑자기 써보고 싶었어요. 늘 장점만 쓴 거 같아서 ... 후...",15,0,0,0,0
1120,istp,돈과 신뢰 중 뭐가 더 중요할까요?,"상대방에게 받는다는 가정하에,, 저는 돈보단 명예 신뢰 이런 게 더 중요하다 생각 드는데.. 아니 그리고 서운한 거 말하면, 별거 아닌데 왜 이렇게 눈물이 나죠 남 앞에서 우는 거 극혐하는데...",15,0,0,0,0
1121,enfp,헉 INTJ 남친이 ISTP이 되었어요,예전에 enfp가 intj 쫓아다녀서 사귀게 됐다고 글을 썼었는데..... 짝꿍이 intj였는데 istp이 되었어요.. 근데 둘이 비슷한 점이 많고 해당하는 것도 많더라고요... 혹시 주변에 이런 경험 있으신 분 있으신가요 어떤 게 다른지 궁금해요 ㅋㅋㅋㅎㅎㅎ 참고로 파워 t 이점은 확실한 것 같네요 하하 8기능을 좀 알면 더 ㅓ자세하게 알아볼 텐데 거기까지는 제가 잘... 어렵네요 ㅠㅠ,1,1,1,1,0
1122,enfp,ESTP는 상대방 좋아하면 막 경험해주고싶어하나요?,재밌는 곳을 데려간다던가 신기한 거 나왔다면서 먹으러 가자든가 해보고 싶은 거 있다면서 하러 가자던가요 이외에 좋아하면 어떻게 행동하시나요 estp분들,1,1,1,1,0
1123,istp,ESTP 특징 좀 알려주세요 ㅠㅠ,estp는 주변에도 없고 estp 남자랑은 처음 연락하네요 전 자존감 낮고 estp 남자는 자존감이 엄청 높다고 하네요 그리고 선독 먼저 잘 안 하는 거 근데 얘기를 꺼내봤는데 신경 쓰고 연락 잘 해줘요 연애 스타일이라던가 좋아하는 행동 싫어하는 행동 알려주세요 ㅠㅠ,15,0,0,0,0
1124,intj,잇팁동족님들,친구 사귀고 싶은데 귀찮고 나가서 뭔가 쌈박한 거 하고 놀고 싶은데 귀찮고 새로 취미 만들고 싶은데 귀찮고 그런데 저만 그럼,10,0,1,0,1
1125,enfp,엣팁분들 질문있어요!!,보통 자기 직전까지 톡 하는 건 그래도 상대와 친하다고 생각하는 사람하고 그러는 건가요.. 조금이라도 관심 있는 사람이면 톡 오랫동안 이어나가는 편인가요 궁금해요ㅠㅡㅜㅜㅡㅜestp분들 알려주세요 전 여자고 estp친구는 남자인데 제가 짝사랑하는 친구라서요 궁금ㅎㅐ여,1,1,1,1,0
1126,intj,6.25는 부모님 결혼 기념일👫🏻,"그렇게 지금까지 전쟁 중이죠 ㅋㅋ 어떻게 이혼 안 했나 몰라요 esfj 2번 사성 엄마 vs intp 5w 자사 아빠 어제 장 보고 오늘 저녁 챙겨드렸어요 ㅎㅎ 재료 손질부터 다 해야 돼서 5시간 걸렸네요 가니시, 샐러드는 맛있었는데 고기가 너무 질겼어요~ 미국 호주 소고기 등심 이번엔 두꺼운 건 줄 알고 샀는데 1cm 짜리 접은 거였네요 ㅋㅋ 잘 묵었습니다 재료 중 상추, 배추, 당근, 시금치, 감자, 마늘은 부모님이 농사지은 거예요 ㅎㅎ 요즘 전 배탈기가 아직도 남아 술은 못 마시고 약국 약 먹어요 배탈이 있는 듯 없는 듯 매운, 찬 것만 먹음 반응 오네요 당근 모바일 모바일~ 보리수로 에이드, 복분자로 토마토에 향 입혔어요 꿀 짱맛잇 가니시~ 토마토는 마리네이드로~ 갈릭 새우~ 끼리 치즈 파마산~ 발사믹 드레싱~및 꿀 마요네즈 뿌렸습니다. 2 나름 후딱 구웠는데 왜 이렇게 맛없을까요 마당에 핀 꽃인데 이름 아시는 분 예뻐요 얘 신기하죠",10,0,1,0,1
1127,isfp,주변사람이 다 e타입인 잇팁..,있으신가요 ㅎㅎ 주변 사람들이 진짜 전부 e 타입이라 동화된 느낌.. 사회화 엄청 된 istp인거같아서 istp같지도않은느낌.. 근데 막상 혼자 두면 엄청난 istp인.. 원래 이런 것은 가요 ㅠ,13,0,0,1,0
1128,estp,엣팁 어머니들 애들 케어 잘 하고 있나요?,본인 사랑이 넘치는 옛 팁들... 애들 케어가 잘 되고 있는지 궁금합니다. 혼자 하는 거 좋아하고 혼자서 뭐든 잘 했는데 이제는 눈뜨면서부터 저녁까지 모든 걸 함께하는 것이 가끔은 ..... 싫은 건 아니지만.. 혼자서도 잘한다 이 말이죠 하하하,7,1,0,0,0
1129,intj,잇팁이랑 연애중인데 결혼얘기 꺼내요 ㅋㅋㅋ,아직 100일도 안 됐는데 이 아가가 결혼 얘기해요 ㅠㅠㅠ 귀여워 ㅠㅠㅠ 얘가 저 엄청 좋아하고 있는 거 맞죠 사실 자랑이 7할이고 다른 istp님들도 이런 얘기 꺼내시는지 어떻게 생각하시는지 궁금해서 글 올려봅니다,10,0,1,0,1
1130,estp,남친 기다리는 중 심심해서 질문 받습니돠,남자친구 esfp 부장님 infp 과장님 entj 남사친 infj esfp isfp 여서 친 xnfp infj 주변 인물 mbti에 대한 질문도 좋고 그냥 아무 질문이나 좋아요 없을 시 그냥 술 마심...,7,1,0,0,0
1131,esfp,ISTP 지인 연락 문제,istp 동성 지인인데요 전화를 잘 안 받아요 ㅋㅋㅋ 근데 또 연락이 닿아서 만나면 엄청나게 반갑게 밥도 먹고 카페도 가고 대화도 하고 그래요 원래 이 유형이 연락이 잘 안되나요 예전에 자기 우울감이 심하게 왔을 때 남자처럼 베프한테도 연락 안 하고 동굴로 들어갔다고 하던데 전 자주 연락하는 편은 아니지만 가끔 전화하거나 하면 전화를 안 받고 또 나중에라도 이러이러해서 못 받았다는 식의 연락이 안 오니 좀 짜증이 나요 ㅋㅋㅋ 걱정도 되고 그러다가 아무렇지도 않게 또 먼저 연락이 오기도 하고요 한 번은 제가 전화를 안 받아서 연락하기 싫어하는 줄 알았다고 하니까 그땐 통신사 문제로 전화가 잘 안 와서 연락 못 받은 사람이 수두룩하고 남동생한테도 욕먹고 그랬다길래 그렇구나 하고 넘어갔고요 한 두세 달 전에 만나서 놀고 엊그제 오랜만에 전화했는데 안 받아서 오늘 오전에 잘 지내냐고 문자 했는데 아직도 답이 없어요,5,1,0,1,0
1132,estp,잇팁결별,이 팁은 상대방이랑 헤어졌을 때 다시 붙잡아본 적이 있는지와 친구로 지낼 수 있는지 궁금합니다,7,1,0,0,0
1133,istp,엣팁 여러분,맥락에서 벗어난 질문하는 거 이것도 관심의 표현인가요 아니면 화난 걸 보는 게 재밌는 건지... 그냥 재밌어서 하는 건가요,15,0,0,0,0
1134,infj,estp 저처럼 끝없이 재테크 구상하는분?,"안정적인 직장 다니고 있지만 끝없이 돈벌이 구상을 하는 estp에요 지금 삶이 그렇게 어려운 것도 아니고 경제적으로나 워라밸로나 안정적이라서 그냥 안빈낙도하면 정말 행복한 삶일 거 같은데요 제 뇌를 도저히 멈출 수가 없음 이번 생에 현실 안주는 그른듯합니다,,, 주식 코인 부동산 안 해본 거 없이 하다가 부동산으로 돈 묶이니까 이제는 각종 사업 부업으로 할 수 있는 것들 구상 중인데 이런 삶도 쉽지 않네요 최근 상대적으로 형편 어려운 친구랑 얘기하는데 제 행복지수가 더 낮았으면 다른 estp분들도 이런 것은 지 저만 이런 것은 지 궁금합니다 다른 엠비티아이 유형분들 생각 적어주셔도 좋아요 다들 현실 만족하면서 사시나요,,",8,0,1,1,1
1135,enfj,엣팁 질문,estp분들은 감정 표현할 때 희로애락을 잘 하시나요 저는 부모님이 갑자기 영돈 주시거나 그러면 감사하다는 표현은 속으로 하거나 가끔씩 겉으로 표현하는데 estp분들은 어때요,0,1,1,1,1
1136,infp,여러분의 이모티콘 취향은 어떠세요?,저는 촌스러운 게 너무 좋아요 그래서 혼자 이런 것도 많이 만들어 써요. ㅠ.ㅡ .ㅜ ㅋ.ㅋ. 젤 많이 쓰는 건 ㅋ.ㅋ이랑. 이에요 카카오톡 이모티콘도 뽀로로나 미키마우스를 젤 애용해요 이런 것도 잼 써요ㅋㅋㅋ 귀여워서 쓴다기보단 재미나서 써요 다른 분들은 이모티콘 취향 어떠세요,9,0,1,1,0
1137,estp,STP 님들 바탕화면 정리 하세요?,전 절대 안 해요ㅋㅋㅋ 사실 저것도 약간 정리한 거인데 암튼... 정리할 생각도 안 하고 정리 머리도 없음,7,1,0,0,0
1138,estp,공감능력 키우기!!,네 저는 틀려버린 것 같습니다 유튭으로 검색해서 보았지만 왜 그렇게 생각을 해줘야 하는 건지 와닿지도 않고 이해도 안 가요,7,1,0,0,0
1139,istp,ISTP분들 정신장애있으신가요?,저는 정신장애가 있습니다. 약도 몇 년간 먹고 있고요. istp 성격이 정신장애가 많나요,15,0,0,0,0
1140,istp,ISTP 남자분들 적극적인 여자친구는 부담스러운가요?,istp 남자친구랑 만난 지 한 달 정도 되었습니다 남자친구가 먼저 적극적으로 대시해서 만났는데 연애 경험도 별로 없고 부끄럼도 많고... 좀 숙맥입니다 반면에 저는 연애 경험도 어느 정도 있고 좋아하는 사람한테는 표현도 많이 하고 스킨십도 먼저 하는 편이에요 그래서 제가 너무 직진하면 남자친구가 부담스러워할까 봐 걱정이네요.. 근데 뽀뽀 같은 건 답답해서 제가 먼저 했더니 그 뒤로는 먼저 아주 잘 합니다.. istp 남자분들은 여자친구가 노빠 쿠로 표현하거나 스킨십 등에서 적극적이면 부담스러운가요 천천히 마음을 열 수 있게 저도 천천히 다가가야 할지 고민입니다,15,0,0,0,0
1141,estp,잇팁님들은 다 저랑은 부딪침없이 잘지낼수 있는 분들이라,좋은 친구로 서로 좋은 영향을 끼치며 살수 있을 것 같은 느낌은 확실히 듭니다. 제가 엠헬에서 사귄 istp님들만 해도 벌써.. 아 몰랑 이슈팁 최고. 제가 이 팁에 대한 연애 욕심은 버렸고. 이제 영원한 우정 와드 박고 갑니다.,7,1,0,0,0
1142,estp,잇팁의 다이어트,키는 평균에 체중은 평균적으로 7 유지하는데 최근에 쟀더니 80찍음 다이어트는 할 생각이지만 운동하기는 귀찮음 식사는 평소처럼 하지만 먹는 양을 3로 줄임 이렇게 50일정도 유지하면 다시 73쯤으로 돌아감 그리고 먹는 양을 천천히 원래 먹던 대로 늘림 그러면 7에서 약 10개월을 놀 수 있음 다이어트 중 속마음,7,1,0,0,0
1143,isfp,엣팁과 어떻게 대화를 이어 나가야 될까요?…,전 isfp인데... 뭔가 대화가 재미없어요 무슨 주제를 꺼내야 좋아할지도 모르겠고 대화할 때 어떻게 친해져야 할까요,13,0,0,1,0
1144,enfj,서비스직은 정말 저랑 안맞나봐요,"부모님께서 치킨집 하셔가지고 일손이 부족해서 제가 월급 받는 대신에 홀 서빙하고 포장 담당하는데요 오늘 자주 오는 진상 끼있는 손님한테 4번 유형이신데 홀에서 총 3명께서 드시고 떡볶이 치킨 각각 2마리 포장해달래서 그렇게 해줬는데 떡볶이는 1개만 시켰다 해서 그냥 빼어드리고, 가실 때 분명 남은 거 포장해달라 말 안 하시고 왜 치킨이 2마리냐고 그러시길래 2마리 주문하셔서 2마리 해드렸다 했더니 아니 먹던 거 포장해달라고 했잖아 아줌마 이러는 거예요 ㅋㅋㅋ 거기에 진짜 충격받고 왱케 서럽던지 미친 아저씨가 40대 넘으셨으면서 20대 초반인 저한테 아줌마 거리는 게 진짜 상상이상이었네요 그래서 억울하고 서럽고 화나지만 참고 포장해주고 친절하게 보냈네요....... 지 자식이 이런 대접받는 건 생각 안 하나 봐요",0,1,1,1,1
1145,intj,Istp님들 애인에게 무관심하다는 소리 들으시나요? 극복법 있을까요?,"저는 남들한텐 진짜 관심이 하나도 없는데 애인한텐 그래도 많이 관심이 있는데 현애인, 전 애인들한테 맨날 자기한테 무관심하다고 서운하다는 소리를 많이 들어서요.. 제가 애인에 대해서 관심 있고 궁금한 건 오늘 하루 어디서 뭐 하고 있는지, 앞으로의 계획, 그리고 뭐 어디 아픈 덴 없는지.. 등 다 생각은 안 나지만 이런 것들이라고 생각했는데 자기 기분에 대해, 자기가 말한 의도에 대해 궁금해하지도 않고 제가 어떤 말을 할 때 상대가 그걸 들으면 상대가 어떻게 생각할지도 하나도 신경 안 쓴다고.. 눈치도 없다고 그 정도로 눈치옶는건 죄라는 소리도 들었네요 현애인 이 많이 힘들어하는 부분이라 고쳐보고 싶은데 오디서부터 뭘 어떻게 고칠지 감이 안 오네요 이런 고민 해결하신 istp분들이나 주변 분들 계실까요 ㅠㅠㅠ",10,0,1,0,1
1146,intj,엣팁(estp)분들 이성 볼 때 외모 많이 보시나요?!,남자친구가 estp인데 상대방을 볼 때 외모를 굉장히 우선시 여기는 것 같더라고요 다른 estp분들은 어떠신지 의견 남겨주시면 감사하겠습니다,10,0,1,0,1
1147,estp,잇팁&엣팁 여러분들의 애인은 무슨 유형인가요?,estp istp 여러분들의 애인은 무슨 유형이고 그분의 장점이나 어떤 점을 좋아하시나요 제 남자친구는 i 약간 섞인 estp인데 istp 에스 팁들은 어떤 특성인지 엠헬 보면서 공부하고 있는 요즘입니다,7,1,0,0,0
1148,istp,저만 감정을 파악하나요?,제가 istp인데 다른 사람들이 뭘 말하면 공감보다는 파악을 하는데 다른 사람은 공감한다고 하는데 istp 특징 중 파악하는 것도 있나요,15,0,0,0,0
1149,istp,주말은 행벅했어요😇😇,"술친구라 생각하는 멤버는 istp, esfp, estp, 그리고 저 istp 다들 sp에요 너무 잘 놀아요 제가 젤 못노는듯요ㅋㅋ 친구네 어머님이 고깃집 하셔서 갈매기살, 돼지 찌찌 살, 볶음밥에 막창 구워 먹고 소맥에... 폴라로이드 사진 찍고 노래 장서 놀고 그랬네요 ᄒᄒ이 친구들이랑 있음 흥이 오르는 것 같아요ㅋㅋ 근데 배탈 키가 며칠 전부터 나서 ㅋㅋㅋ 화장실을 엄청 다녀왔어요ㅠㅠ 다행히 담날 살살 먹으니 괜찮더라고요 그리고 일요일에 5년 만에 만난 엠 엘에 인간적으로 훌륭한 분 ㅋㅋㅋ 고생 좀 하신 것 같았어요 덕분에 전 되게 편하고 즐거웠어요 유머감각을 배우고 싶기도 하고 빵빵 터졌네요 사케 먹었어요이야 사케가 이렇게 맛있는 줄 몰랐어요 소주에 비해 너~~~무 맑고 깔끔하더라고요 왜 다른 나라 술들은 다 비싼 걸까요 ㅋㅋ 좋았네요 이런저런 생각도 많이 하고요 ㅋ ㅋ",15,0,0,0,0
1150,istp,ISTP가 보는 ESFP!! 어떤가요?,"istp 님들 주변 esfp분들 보면서 어떤 생각이 드셨는지, 잘 맞았는지 궁금합니다 애인으로는 어땠는지 요것도 궁금해요",15,0,0,0,0
1151,infp,엣팁일까 엔팁일까...,엠비티아이검사는 보통 estp나오는뎅... 엠비티아이를 기반으로 한 심리테스트 간편하게 하는 건 entp 뜨더라고요 estp이겟져,9,0,1,1,0
1152,infp,우울할때는 정말 바쁘게 사는게 답이네요,주 중에는 아르바이트하느라 매일 바빠서 우울할 겨를이 없었는데 주말에 일도 안 하니까 행복하게 놀아야지~ 했는데 그냥 우울한..,9,0,1,1,0
1153,istp,estp entp들은 누군가를 부러워하지않는듯,자기애가 너무 강해서 남한테 그다지 크게 관심 갖는 것 같지도 않고 말이죠 extp분들 부러워하시는 사람 타입이 있으시면 알려주세요,15,0,0,0,0
1154,estp,잇팁분들 남이라는 말 자주 쓰시나요?!,꼭 가족이랑 대화하다가 잔소리 들으면 제가 남의 신경 좀 거라고 말하거든요 근데 가족들은 가족이 남이냐 이렇게 반응해요 ㅋㅋㅋ 전 그러면 나 빼고 다 남이지 그럼 엄마가 나야 언니가 나야 남이잖아라고 대답하는데요 다들 이런 경험 있으신가요.. ᄏᄏᄏ,7,1,0,0,0
1155,estp,estp이랑 대화하면 좋네요,estp 지인과 대화했는데 그들만의 확고한 가치관이 그냥 훅 들어올 때... 땡 하는데 맛 말하고 너무 짜릿한 거 같아요 타이마사지 느낌,7,1,0,0,0
1156,istp,사귀면서 애인이랑 mbti가 비슷해지기도 하나요 ?,애인은 intj 저는 enfp였는데 어느새 둘이 같이 검사해보니 맨 앞만 빼고 같아져있네요 ㅋㅋㅋ 신기하기도 하고 ㅋㅋㅋ 영향이 있을까요 남자 istp 여자 estp 어떤 조합인가요,15,0,0,0,0
1157,enfp,"역사인물 (ISTP, 8人)",알자 자리 나렌드라 모디 안드레아 팔라디오 폴 세잔 앤드루 존슨 알프레드 노벨 니콜로 파가니니 엔리코 페르미,1,1,1,1,0
1158,istp,istp한테 관심이 가는데요...,entj 여자입니다 제목 그대로 요즘 관심이 가는 istp 남자 동기가 있는데 어떻게 다가가야 좋을까요 이 팁은.... 솔직히 살면서 본 적이 없어서 어떻게 대해야 하는지 모르겠습니다 ㅠ 조언 많이 해주세요ㅠㅠㅠ,15,0,0,0,0
1159,estp,Istp 친구 ㅠㅠㅠㅠ,istp 친구가 너무 툴툴대요 ㅠㅠㅠ 으악ㄲ극 독으로는 툴툴대면서 만나면 맨날 먼저 말 걸고 톡은 일찍 봐요 ㅠ... 저 싫어하는 거는 아니겠죠 참나 아악ㄱ,7,1,0,0,0
